bibcode,url,reason
2007LPICo1371.3033C,https://www.lpi.usra.edu/meetings/leag2007/pdf/3033.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3033.pdf; No PDF found in IA search
2007LPICo1371.3035F,https://www.lpi.usra.edu/meetings/leag2007/pdf/3035.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20220615060716/http://www.lpi.usra.edu/meetings/leag2007/pdf/3035.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe7cd0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3035.pdf; No PDF found in IA search"
2007LPICo1371.3036C,https://www.lpi.usra.edu/meetings/leag2007/pdf/3036.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3036.pdf; No PDF found in IA search
2007LPICo1371.3037K,https://www.lpi.usra.edu/meetings/leag2007/pdf/3037.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151016195849/http://www.lpi.usra.edu/meetings/leag2007/pdf/3037.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe1210>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3037.pdf; No PDF found in IA search"
2007LPICo1371.3039C,https://www.lpi.usra.edu/meetings/leag2007/pdf/3039.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3039.pdf; No PDF found in IA search
2007LPICo1371.3040B,https://www.lpi.usra.edu/meetings/leag2007/pdf/3040.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3040.pdf; No PDF found in IA search
2007LPICo1371.3041G,https://www.lpi.usra.edu/meetings/leag2007/pdf/3041.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20170808161346/http://www.lpi.usra.edu/meetings/leag2007/pdf/3041.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe4210>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3041.pdf; No PDF found in IA search"
2007LPICo1371.3042D,https://www.lpi.usra.edu/meetings/leag2007/pdf/3042.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3042.pdf; No PDF found in IA search
2007LPICo1371.3043B,https://www.lpi.usra.edu/meetings/leag2007/pdf/3043.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20220615060708/http://www.lpi.usra.edu/meetings/leag2007/pdf/3043.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbce150>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3043.pdf; No PDF found in IA search"
2007LPICo1371.3050D,https://www.lpi.usra.edu/meetings/leag2007/pdf/3050.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3050.pdf; No PDF found in IA search
2007LPICo1371.3052E,https://www.lpi.usra.edu/meetings/leag2007/pdf/3052.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3052.pdf; No PDF found in IA search
2007LPICo1371.3053S,https://www.lpi.usra.edu/meetings/leag2007/pdf/3053.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3053.pdf; No PDF found in IA search
2007LPICo1371.3054P,https://www.lpi.usra.edu/meetings/leag2007/pdf/3054.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3054.pdf; No PDF found in IA search
2007LPICo1371.3056J,https://www.lpi.usra.edu/meetings/leag2007/pdf/3056.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3056.pdf; No PDF found in IA search
2007LPICo1371.3057G,https://www.lpi.usra.edu/meetings/leag2007/pdf/3057.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3057.pdf; No PDF found in IA search
2007LPICo1371.3058F,https://www.lpi.usra.edu/meetings/leag2007/pdf/3058.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3058.pdf; No PDF found in IA search
2007LPICo1371.3059W,https://www.lpi.usra.edu/meetings/leag2007/pdf/3059.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3059.pdf; No PDF found in IA search
2007LPICo1371.3060E,https://www.lpi.usra.edu/meetings/leag2007/pdf/3060.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3060.pdf; No PDF found in IA search
2007LPICo1371.3061E,https://www.lpi.usra.edu/meetings/leag2007/pdf/3061.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3061.pdf; No PDF found in IA search
2007LPICo1371.3062F,https://www.lpi.usra.edu/meetings/leag2007/pdf/3062.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3062.pdf; No PDF found in IA search
2007LPICo1371.3063H,https://www.lpi.usra.edu/meetings/leag2007/pdf/3063.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3063.pdf; No PDF found in IA search
2007LPICo1371.3064S,https://www.lpi.usra.edu/meetings/leag2007/pdf/3064.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3064.pdf; No PDF found in IA search
2007LPICo1371.3065P,https://www.lpi.usra.edu/meetings/leag2007/pdf/3065.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3065.pdf; No PDF found in IA search
2007LPICo1371.3066M,https://www.lpi.usra.edu/meetings/leag2007/pdf/3066.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3066.pdf; No PDF found in IA search
2007LPICo1371.3067E,https://www.lpi.usra.edu/meetings/leag2007/pdf/3067.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3067.pdf; No PDF found in IA search
2007LPICo1371.3068C,https://www.lpi.usra.edu/meetings/leag2007/pdf/3068.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3068.pdf; No PDF found in IA search
2007LPICo1371.3069W,https://www.lpi.usra.edu/meetings/leag2007/pdf/3069.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3069.pdf; No PDF found in IA search
2007LPICo1371.3070L,https://www.lpi.usra.edu/meetings/leag2007/pdf/3070.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3070.pdf; No PDF found in IA search
2007LPICo1371.3071G,https://www.lpi.usra.edu/meetings/leag2007/pdf/3071.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3071.pdf; No PDF found in IA search
2007LPICo1371.3072L,https://www.lpi.usra.edu/meetings/leag2007/pdf/3072.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3072.pdf; No PDF found in IA search
2007LPICo1371.3073K,https://www.lpi.usra.edu/meetings/leag2007/pdf/3073.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3073.pdf; No PDF found in IA search
2007LPICo1371.3074D,https://www.lpi.usra.edu/meetings/leag2007/pdf/3074.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3074.pdf; No PDF found in IA search
2007LPICo1371.3075B,https://www.lpi.usra.edu/meetings/leag2007/pdf/3075.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3075.pdf; No PDF found in IA search
2007LPICo1371.3076J,https://www.lpi.usra.edu/meetings/leag2007/pdf/3076.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3076.pdf; No PDF found in IA search
2007LPICo1371.3077D,https://www.lpi.usra.edu/meetings/leag2007/pdf/3077.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3077.pdf; No PDF found in IA search
2007LPICo1371.3078E,https://www.lpi.usra.edu/meetings/leag2007/pdf/3078.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3078.pdf; No PDF found in IA search
2007LPICo1371.3079R,https://www.lpi.usra.edu/meetings/leag2007/pdf/3079.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3079.pdf; No PDF found in IA search
2007LPICo1371.3080S,https://www.lpi.usra.edu/meetings/leag2007/pdf/3080.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3080.pdf; No PDF found in IA search
2007LPICo1371.3081T,https://www.lpi.usra.edu/meetings/leag2007/pdf/3081.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2007/pdf/3081.pdf; No PDF found in IA search
2007M&PSA..42.5043P,https://www.lpi.usra.edu/meetings/metsoc2007/pdf/5043.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/metsoc2007/pdf/5043.pdf; No PDF found in IA search
2008LPICo1446...18A,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4052.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003212233/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4052.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe68d0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4052.pdf; No PDF found in IA search"
2008LPICo1446...19A,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4030.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003193825/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4030.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe62d0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4030.pdf; No PDF found in IA search"
2008LPICo1446...21B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4113.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4113.pdf; No PDF found in IA search
2008LPICo1446...22B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4124.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4124.pdf; No PDF found in IA search
2008LPICo1446...23B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4093.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4093.pdf; No PDF found in IA search
2008LPICo1446...25B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4074.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4074.pdf; No PDF found in IA search
2008LPICo1446...26B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4116.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003195432/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4116.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe5c50>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4116.pdf; No PDF found in IA search"
2008LPICo1446...27B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4060.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4060.pdf; No PDF found in IA search
2008LPICo1446...28B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4130.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4130.pdf; No PDF found in IA search
2008LPICo1446...29B,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4048.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4048.pdf; No PDF found in IA search
2008LPICo1446...30C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4100.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4100.pdf; No PDF found in IA search
2008LPICo1446...31C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4084.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4084.pdf; No PDF found in IA search
2008LPICo1446...33C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4037.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4037.pdf; No PDF found in IA search
2008LPICo1446...34C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4090.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4090.pdf; No PDF found in IA search
2008LPICo1446...35C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4086.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4086.pdf; No PDF found in IA search
2008LPICo1446...36C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4122.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4122.pdf; No PDF found in IA search
2008LPICo1446...37C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4117.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003190124/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4117.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbcca50>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4117.pdf; No PDF found in IA search"
2008LPICo1446...39C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4050.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151023004618/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4050.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbcc0d0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4050.pdf; No PDF found in IA search"
2008LPICo1446...40C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4127.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4127.pdf; No PDF found in IA search
2008LPICo1446...41C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4006.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003183639/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4006.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbcd6d0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4006.pdf; No PDF found in IA search"
2008LPICo1446...42C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4007.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4007.pdf; No PDF found in IA search
2008LPICo1446...44C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4069.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003191050/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4069.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe6f90>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4069.pdf; No PDF found in IA search"
2008LPICo1446...45C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4131.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4131.pdf; No PDF found in IA search
2008LPICo1446...47D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4009.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003191539/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4009.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe5cd0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4009.pdf; No PDF found in IA search"
2008LPICo1446...48D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4039.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4039.pdf; No PDF found in IA search
2008LPICo1446...49D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4042.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4042.pdf; No PDF found in IA search
2008LPICo1446...50D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4053.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151003201308/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4053.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbf76d0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4053.pdf; No PDF found in IA search"
2008LPICo1446...51E,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4109.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151023004703/http://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4109.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbf5d50>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4109.pdf; No PDF found in IA search"
